seed,theta_chiang,se_chiang,bias_chiang,theta_iid,se_iid,bias_iid
7859,0.9381470535273616,0.0964620868399882,-0.06185294647263839,0.9159603705551841,0.042185869869380915,-0.08403962944481591
7860,0.9596147415524569,0.09201370954775086,-0.04038525844754315,1.0001889887941713,0.04267287544091132,0.00018898879417128533
7861,1.0265225734572576,0.0925315023921892,0.026522573457257614,0.9792493538827157,0.038790294427915324,-0.020750646117284277
7862,1.1249291073893435,0.11368661511859067,0.12492910738934349,1.0308420218716547,0.044016792481347336,0.030842021871654746
7863,0.9909308458995989,0.1017832265750512,-0.0090691541004011,1.0055863119246387,0.04034547887872184,0.005586311924638654
7864,0.9657997879642287,0.08067644949362565,-0.03420021203577128,0.9571105421157398,0.03677399946530738,-0.04288945788426024
7865,1.1531341331788603,0.08801984697486344,0.15313413317886027,1.1244518473043927,0.036726880399429965,0.12445184730439274
7866,0.9260244462565854,0.07516521464407909,-0.07397555374341458,0.9565091893349781,0.03481654150077317,-0.04349081066502192
7867,0.9799741812080888,0.08394939966170588,-0.020025818791911232,0.9998891526855823,0.04399239353311427,-0.00011084731441768358
7868,0.9631810366993224,0.06362084100151855,-0.036818963300677576,1.0201071037552814,0.03828448669544675,0.020107103755281353
7869,1.089041973833501,0.07312439595028099,0.0890419738335011,1.0347866287720235,0.03434042874049361,0.03478662877202354
7870,1.038047966273792,0.09225603964926694,0.03804796627379203,1.0532817953981615,0.04206466061412082,0.05328179539816147
7871,1.0866705400461134,0.11281160906833756,0.08667054004611341,1.0205392537629798,0.04554486554663241,0.020539253762979826
7872,0.885709333087995,0.11845127959624596,-0.11429066691200496,0.9957401605336207,0.046082753669753264,-0.0042598394663793115
7873,1.0137498129016334,0.10928530109019678,0.013749812901633351,0.9816804140137654,0.04543058783571496,-0.01831958598623462
7874,0.9956806578900721,0.1005015178917993,-0.004319342109927904,0.9792345563402272,0.04230999949240824,-0.020765443659772842
7875,0.9996420692890123,0.09866238440187812,-0.00035793071098766394,0.9394234597502035,0.04382975695066422,-0.06057654024979653
7876,0.9697068787921729,0.09575744658412898,-0.030293121207827123,0.9869651971294684,0.04061757865609112,-0.013034802870531603
7877,1.07111517412166,0.09964341287336763,0.07111517412166002,1.065618626392327,0.045889230343481906,0.06561862639232707
7878,1.0699158427491164,0.09738981091981451,0.06991584274911644,1.0299100895526865,0.03804541982687456,0.02991008955268648
7879,1.1421226289292132,0.10487209942992333,0.14212262892921323,1.0516180337326289,0.040445891160565586,0.051618033732628854
7880,1.1081715632869313,0.07843313534913561,0.10817156328693134,1.0575201276319506,0.038404854825543955,0.05752012763195058
7881,1.09554466367613,0.10814223291397379,0.0955446636761299,1.0850781855525438,0.04239076437063422,0.08507818555254376
7882,1.0406368898652076,0.1281521498635083,0.04063688986520764,1.0488732765785431,0.04857107983166665,0.04887327657854312
7883,1.102950079231993,0.07645547912034623,0.10295007923199306,1.0182728955326732,0.038680468339319145,0.018272895532673195
7884,1.0613200061260815,0.07659356627509957,0.06132000612608146,1.0447328064379227,0.03751669867395942,0.044732806437922656
7885,0.9820415495397955,0.08298619824662991,-0.0179584504602045,0.9613874085191775,0.03775817382922135,-0.03861259148082252
7886,1.0151848205175995,0.08709032945508996,0.015184820517599507,0.944614633092201,0.043146094379210485,-0.05538536690779905
7887,1.0027769953028711,0.13315819226409806,0.0027769953028711214,1.0679116624979397,0.04610803604222865,0.06791166249793967
7888,1.0956072988463146,0.08492710770825632,0.09560729884631458,1.0387318494742193,0.04354941437503529,0.03873184947421926
7889,1.0218343876774096,0.06444760034150102,0.02183438767740964,1.0386337263656888,0.03502694279032746,0.03863372636568885
7890,1.054481640804524,0.08048514342772761,0.05448164080452389,1.0415213323745107,0.03866493717893892,0.04152133237451072
